name,review,wakati,topic number
秀よし,秋田酒こまち100％使用酸度1.4日本酒度－4.0精米歩合50％アルコール度17度夏の冷酒フルーティーな味わい。キレの良い酸味。玉旭,秋田  こまち       使用 酸度       日本酒         精米 歩合      アルコール       冷酒 フルーティー 味わい キレ 良い 酸味  ,22
黒澤,アルコール度18度精米歩合65％冷酒でいただきました。原酒ながら爽やかで軽めの飲み口。高めのアルコール度数も気になりません。軽めの食中酒としても最適です。,アルコール      精米 歩合      冷酒 いただく 原酒 爽やか   飲む  高め アルコール 度数  なる      最適,21
勝山,軽やかで飲みやすく、優等生のお酒な印象がありました。香りはシルキーで滑らかで、甘くて気持ち良いのですが、長続きはせず、さっと消えていきます。口に含むと香りとのギャップが大きく、爽やかで軽い印象です。果物のような甘酸っぱさが少しあり、余韻に苦味がありました。美寿々,軽やか 飲む やすい 優等生  印象 ある 香り シル キー 滑らか 甘い 気持ち良い  長続き する 消える いく  含む 香り ギャップ 大きい 爽やか 軽い 印象 果物 よう 甘酸っぱい  ある 余韻 苦味 ある 美寿,17
黒龍,黒龍のひやおろしです。黒龍らしく繊細で上品。軽やかな味わいの中にも、ひやおろしらしい旨味が乗っていて、とても美味しかったです。口径の広い、秋を感じる深い色合いのお猪口で飲んだのですが、ボトルのデザイン含めて秋を感じられて、とても美味しく楽しめました。寿喜心,  ひる おろす   繊細 上品 軽やか 味わい  ひる おろす 旨味 乗る いる 美味しい 口径 広い  感じる 深い 色合い 猪口 飲む  ボトル デザイン 含める  感じる られる 美味しい 楽しめる  喜心,25
結,精米歩合50%の純米吟醸生酒泡が出るほどではないが炭酸を微妙に感じるかなり甘いやや重い熟成感のあるエステル系の香りがする甘いので食後に飲むか食前にちょっと飲むのがいいかな豚肉の煮込みに合わせてもいい気はする達磨正宗,精米 歩合       吟醸 生酒  出る ない 炭酸 微妙 感じる かなり 甘い 重い 熟成  ある エステル  香り する 甘い 食後 飲む 食前 飲む  いい 豚肉 煮込み 合わせる いい  する 達磨 正宗,2
Ohmine,優しい口当たり、マスカットの瑞々しい甘味が爽やかに。ヒケは重たさなくキレ良いです。これは旨い！ラベルもスタイリッシュで格好良い。この銘柄はちょっと注目ですね。伝心,優しい 口当たり マスカット  しい 甘味 爽やか ヒケ 重たい  ない キレ 良い これ 旨い   ラベル スタイリッシュ 格好 良い 銘柄 注目  ,22
あべ,ウルフルズやミッシェルをイメージさせる、ロックなラベルにジャケ買いです(笑)。立ち香は無く、生モトの厚みのある旨味が強め、噛めば噛むほど味わいが増す旨い酒。初見の新潟酒なんで淡麗辛口かというアンコンシャスバイアスがかかってたが、良い意味で裏切られた。アテもゴーヤチャンプルーから、コロッケ、何でも合う。旨い！秀よし,ウルフルズ ミッシェル イメージ する せる ロック ラベル ジャケ 買い       立ち  無い モト 厚み ある 旨味 強める 噛む 噛む 味わい 増す 旨い  見る 新潟  淡い  辛口 アンコンシャスバイアス かかる てる 良い 意味 裏切る れる アテ ゴーヤチャンプルー コロッケ  合う 旨い    よい,27
白木久,黒麹で仕込んだ日本酒は初めて飲む。含むとクエン酸由来の甘酸っぱい旨酸、白麹系の酒よりキレはかなり良い。どことなく生モトっぽいホッコリ感がある。白麹系の甘旨酸が好きな人は試して損はしないでしょう。黒澤,  仕込む 日本  飲む 含む クエン  由来 甘酸っぱい       キレ 良い モト っぽい ホッコリ  ある    甘い   好き  試す  する 黒澤,10
晴菊,精米歩合40%の大吟醸独特の香りがあるほんのりと木のような感じうまみと渋みが混在した辛口冷やだとキリッとした感じ､温めだとまろやかな辛口となる勝山,精米 歩合      吟醸 独特 香り ある  よう 感じ うまみ 渋み 混在 する 辛口 冷や する 感じ 温める まろやか 辛口 なる 勝山,22
秀よし,全く聞いたことのない（失礼）お酒でしたが、いつも同じじゃなぁ．．．という理由で購入。”お値段やや強気？”とか思いながら。で、これが旨い！！やさしい味だけど、ちゃんと米の主張あり。まあ、ちゃんと旨くなきゃ激戦区の秋田で生き残れないもんね。また買います！黒龍,聞く こと ない   失礼        理由 購入   値段 強気    思う これ 旨い    やさしい   主張 あり 旨い 激戦  秋田 生き残れる もん 買う    ,11
今西,コスパが良くなにより美味い。東京駅で購入、冷やして頂きました。多少甘口かなと思いましたが大満足です。結,コス  良い なに 美味い 東京  購入 冷やす 頂く 甘口 思う 満足 ,12
大黒正宗,本醸造。円やかな甘味を感じます。アルコールの辛さと後口の苦味が味を広げず収斂していきます。Ohmine,醸造 円やか 甘味 感じる アルコール 辛い  後口 苦味  広げる 収斂 する いく       ,17
辻善兵衛,冷えた状態では香り､味ともにあまり感じられない温めると酸味が出るあと味には渋味あまり味も香りもないという印象ラベルには｢フレッシュかつフルーティーな香り｣とあるのだが…。,冷える 状態 香り  とも 感じる られる 温める 酸味 出る あと    あまり  香り ない 印象 ラベル フレッシュ フルーティー 香り ある ,25
会津娘,「穣」シリーズになって初めて飲む。含むとミントやハーブのような爽やかな香り、米の甘味も味わい深く、まるで地元の米を堪能してくださいと言わんばかり。余韻は薬膳的スパイシーな香味でヒケます。「穣」シリーズ開始に伴い、米の収穫量上、会津娘フリークが待ち焦がれる「つるし」は今期は無しとのこと。これからの会津娘が歩く道のりへの覚悟と信念を感じます。あべ, シリーズ なる 飲む 含む ミント ハーブ よう 爽やか 香り  甘味 味わい深い 地元  堪能 する くださる 言う 余韻    スパイシー 香味 ヒケ  シリーズ 開始 伴う  収穫   会津  フリーク 待ち焦がれる つるす 今期 無い こと 会津  歩く 道のり 覚悟 信念 感じる,5
獺祭,いつか飲んでみたいと思っていた「獺祭その先へ」。上質なお酒ではあったが、淡白な味わい。期待感がものすごく高かったこともあり、若干の肩透かし感があった。フルーツを思わせる華やかな香りに加え、若干のアルコールの香りも感じる。味わいは淡白で、品質は高く透明感がある。若干のミネラル感、苦味を感じる。余韻は長くは続かず、シンプル。開封して10日後は、少し味わいが乗った印象。高いお酒なので、毎日少しずつ飲んで日数による変化を楽しんでみるのもおすすめ。白木久,いつか 飲む みる 思う いる    上質  ある 淡白 味わい 期待  ものすごい 高い こと ある 若干 肩透かし  ある フルーツ 思う せる 華やか 香り 加える 若干 アルコール 香り 感じる 味わい 淡白 品質 高い 透明  ある 若干 ミネラル  苦味 感じる 余韻 長い 続く シンプル 開封 する      味わい 乗る 印象 高い  毎日 飲む 日数 変化 楽しむ みる  おすすめ 白木 ,31
